material,year,watershed,forest,species,horizon,depth,sample_wt_mg,C_ug,N_ug,C_mg_g,d13C_permil,d15N_permil,TrayName,WellID,enriched,plot,tree,OurLabID,analysis_number,sample_id,d13C_comment,d15N_comment,source_file
foliage,2012,EB,,RS,,,4.05,2154.425,47.053,531.957,-28.531,-0.258,Spencer BBWM Foliage,B12,,S22,11,,,5060,,,SPENCER BBWMFOLIAGE&ROOTS2 0313
foliage,2010,WB,,YB,,,4.66,2374.465,111.248,509.542,-28.83,0.652,,,NO,D20,T17,,,V1,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,YB,,,4.13,2086.673,108.903,505.248,-30.266,1.868,,,NO,E20,T11,,,V2,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,YB,,,4.07,2043.236,87.807,502.023,-28.858,0.794,,,NO,F24,T11,,,V3,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,YB,,,4.41,2201.329,98.322,499.168,-27.911,-1.383,,,NO,F25,T3,,,V4,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,YB,,,4.67,2383.727,131.535,510.434,-30.483,1.612,,,NO,G18,T2,,,V5,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,AB,,,4.43,2250.845,108.2,508.092,-29.385,1.694,,,NO,E20,T17,,,V6,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,AB,,,4.14,2111.481,122.232,510.02,-28.305,1.028,,,NO,K15,T1,,,V7,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,AB,,,4.39,2139.379,117.565,487.33,-28.454,1.256,,,NO,K15,T3,,,V8,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,AB,,,4.39,2306.505,126.888,525.4,-27.841,-1.251,,,NO,Q10,T10,,,V9,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,AB,,,4.56,2260.125,104.912,495.642,-28.467,-1.643,,,NO,Q10,T13,,,V10,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RM,,,4.55,2608.672,93.484,573.334,-27.32,-1.438,,,NO,F25,T11,,,V12,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RM,,,4.48,2584.06,108.434,576.799,-28.864,-1.963,,,NO,Q9,T1,,,V13,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RM,,,4.3,2374.465,84.844,552.201,-27.323,-0.669,,,NO,F24,T8,,,V14,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RM,,,4.56,2463.937,88.872,540.337,-26.713,-0.5,,,NO,N11,T10,,,V15,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RM,,,4.33,2488.475,103.554,574.706,-27.103,-0.452,,,NO,F23,T8,,,mean V11,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,SM,,,4.38,2365.202,95.963,540.001,-28.282,0.434,,,NO,L13,T6,,,V16,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,SM,,,4.1,2046.339,103.031,499.107,-30.387,0.454,,,NO,J12,T3,,,V17,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,SM,,,4.55,2697.808,121.066,592.925,-31.187,1.666,,,NO,G16,T2,,,V18,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,SM,,,4.5,2210.616,92.303,491.248,-28.525,-0.44,,,NO,N10,T5,,,V19,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,SM,,,4.35,2114.582,81.283,486.111,-27.701,1.76,,,NO,E16,T4,,,V20,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RS,,,4.24,2139.379,46.563,504.57,-26.896,3.15,,,NO,G21,T5,,,V21,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RS,,,4.13,2114.582,41.731,512.005,-26.291,-0.295,,,NO,D20,T20,,,V22,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,WB,,RS,,,4.09,2139.379,43.423,523.076,-26.596,-0.178,,,NO,F24,T7,,,V23,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2009,WB,,RS,,,4.15,2198.233,51.143,529.695,-27.281,1.959,,,NO,G21,T5,,,V26,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2009,WB,,RS,,,3.99,2052.546,41.61,514.423,-26.514,-0.259,,,NO,D20,T20,,,V27,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2009,WB,,RS,,,3.91,2021.505,36.162,517.009,-26.924,-0.293,,,NO,F24,T7,,,V28,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2008,WB,,RS,,,4.21,2238.47,52.467,531.703,-26.85,1.723,,,NO,G21,T5,,,V31,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2008,WB,,RS,,,4.42,2260.125,48.01,511.341,-26.22,-0.317,,,NO,D20,T20,,,V32,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2008,WB,,RS,,,4.22,2222.997,49.336,526.777,-26.778,-0.274,,,NO,F24,T7,,,V33,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,YB,,,4.35,2099.079,100.207,482.547,-28.833,-2.648,,,NO,M22,T1,,,V36,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,YB,,,4.27,2071.163,108.2,485.05,-29.002,-2.716,,,NO,N21,T19,,,V37,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,YB,,,4.41,2179.653,95.609,494.252,-30.78,-2.706,,,NO,P16,T8,,,V38,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,YB,,,4.51,2325.047,110.779,515.531,-29.994,-2.322,,,NO,P22,T3,,,V39,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,YB,,,4.43,2182.75,118.966,492.72,-30.065,-1.945,,,NO,Q12,T1,,,V40,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,AB,,,4.29,2247.752,109.373,523.951,-30.339,-0.901,,,NO,N21,T11,,,V41,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,AB,,,4.21,2061.855,95.727,489.752,-30.095,-1.012,,,NO,P21,T1,,,V42,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,AB,,,4.55,2269.404,125.725,498.77,-29.544,-1.633,,,NO,P21,T3,,,V43,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,AB,,,4.23,2148.675,104.912,507.961,-28.79,1.003,,,NO,P24,T1,,,V44,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,AB,,,4.6,2374.465,116.396,516.188,-28.773,-0.096,,,NO,P24,T2,,,V45,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RM,,,4.38,2315.776,85.318,528.716,-29.587,-3.892,,,NO,P15,T3,,,V46,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RM,,,4.25,2212.164,90.174,520.509,-29.237,-4.709,,,NO,L21,T29,,,mean V47,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RM,,,4.22,2123.882,76.764,503.29,-27.388,-4.364,,,NO,O14,T2,,,V48,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RM,,,4.09,2030.819,68.775,496.533,-28.3,-3.427,,,NO,M19,T10,,,V49,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RM,,,4.25,2250.845,79.5,529.611,-28.246,-4.046,,,NO,M16,T1,,,V50,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,SM,,,4.43,2195.137,73.906,495.516,-30.425,-5.366,,,NO,O22,T1,,,V51,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,SM,,,4.23,2423.845,93.13,573.013,-30.365,-3.823,,,NO,Q19,T6,,,V52,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,SM,,,4.25,2092.876,76.05,492.441,-28.207,-3.829,,,NO,P19,T4,,,V53,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,SM,,,4.51,2232.281,89.464,494.963,-29.785,-3.737,,,NO,M16,T5,,,V54,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,SM,,,4.61,2337.405,81.877,507.029,-30.228,-3.467,,,NO,P26,T4,,,V55,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RS,,,4.15,2105.28,41.126,507.296,-28.251,-2.553,,,NO,K22,T12,,,V56,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RS,,,4.42,2269.404,47.528,513.44,-29.432,-2.559,,,NO,N21,T8,,,V57,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2010,EB,,RS,,,3.94,2043.236,28.634,518.588,-28.355,-1.746,,,NO,L24,T2,,,V58,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2009,EB,,RS,,,4.37,2291.049,45.839,524.267,-28.502,-2.355,,,NO,K22,T12,,,V61,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2009,EB,,RS,,,4.59,2399.16,41.731,522.693,-29.825,-2.928,,,NO,N21,T8,,,V62,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2009,EB,,RS,,,4.51,2386.814,36.526,529.227,-28.912,-1.522,,,NO,L24,T2,,,V63,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2008,EB,,RS,,,4.41,2291.049,51.986,519.512,-28.402,-2.16,,,NO,K22,T12,,,V66,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2008,EB,,RS,,,4.26,2278.681,32.28,534.902,-28.247,-1.526,,,NO,N21,T8,,,V67,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,2008,EB,,RS,,,4.62,2346.672,43.786,507.938,-29.338,-2.876,,,NO,L24,T2,,,V68,,,COPY OF SPENCER BBWMSOIL1&VEG1 0312
foliage,1998,WB,,SM,,,4.66,2211.24,87.072,474.515,-29.254,0.574,BBWM HFL,A1,NO,,WB-T-SM-6 Q10,734890,138277,HFL981,,,SPENCER BBWM-HFL-0814
foliage,1998,EB,,SM,,,4.67,2227.456,85.659,476.971,-28.025,-4.572,BBWM HFL,A2,NO,,EB-T-SM-2 R13,734891,138278,HFL982,,,SPENCER BBWM-HFL-0814
foliage,1998,WB,,SM,,,4.66,2308.507,115.457,495.388,-28.586,5.479,BBWM HFL,A3,NO,,WB-T-SM-12 K10,734892,138279,HFL983,,,SPENCER BBWM-HFL-0814
foliage,1998,WB,,SM,,,4.6,2211.24,118.907,480.704,-27.753,2.675,BBWM HFL,A4,NO,,WB-T-SM-13 J12,734893,138280,HFL984,,,SPENCER BBWM-HFL-0814
foliage,1998,EB,,SM,,,4.77,2308.507,80.965,483.964,-28.14,-2.858,BBWM HFL,A5,NO,,EB-T-SM-5 P14,734894,138281,HFL985,,,SPENCER BBWM-HFL-0814
foliage,1998,EB,,SM,,,4.6,2146.351,89.983,466.598,-28.034,-4.013,BBWM HFL,A6,NO,,EB-T-SM-15 R13,734895,138282,HFL986,,,SPENCER BBWM-HFL-0814
foliage,1998,WB,,SM,,,4.75,2308.507,100.688,486.002,-27.866,0.699,BBWM HFL,A7,NO,,WB-T-SM-19 P11,734896,138283,HFL987,,,SPENCER BBWM-HFL-0814
foliage,1998,EB,,SM,,,4.78,2340.913,83.535,489.731,-28.3,-4.854,BBWM HFL,A8,NO,,EB-T-SM-18 M16,734897,138284,HFL988,,,SPENCER BBWM-HFL-0814
litter,1999,WB,,SM,,,4.69,2308.507,49.464,492.219,-28.445,0.648,BBWM HFL,A9,NO,,799/WB/T/SM/19 P11,734898,138285,HFL991,,,SPENCER BBWM-HFL-0814
litter,1999,WB,,SM,,,4.65,2211.24,50.372,475.535,-27.764,2.815,BBWM HFL,A10,NO,,793/WB/T/SM/13 J12,734899,138286,HFL992,,,SPENCER BBWM-HFL-0814
litter,1999,WB,,SM,,,4.56,2195.021,36.971,481.364,-28.141,-0.457,BBWM HFL,A11,NO,,786/WB/T/SM/6 Q10,734900,138287,HFL993,,,SPENCER BBWM-HFL-0814
litter,1999,WB,,SM,,,4.66,2357.112,47.647,505.818,-28.633,3.968,BBWM HFL,A12,NO,,792/WB/T/SM/12 K10,734901,138288,HFL994,,,SPENCER BBWM-HFL-0814
litter,2000,EB,,SM,,,4.66,2308.507,29.348,495.388,-29.638,-3.081,BBWM HFL,B1,NO,,EB-T-SM 5 P14,734902,138295,HFL001,,,SPENCER BBWM-HFL-0814
litter,2000,EB,,SM,,,4.76,2308.507,32.567,484.981,-28.44,-3.78,BBWM HFL,B2,NO,,EB-T-SM-2 R13,734903,138296,HFL002,,,SPENCER BBWM-HFL-0814
litter,2000,EB,,SM,,,4.63,2357.112,36.054,509.096,-28.821,-3.261,BBWM HFL,B3,NO,,EB-T-SM-18 M16,734904,138297,HFL003,,,SPENCER BBWM-HFL-0814
litter,2000,EB,,SM,,,4.42,2146.351,27.32,485.6,-29.185,-3.797,BBWM HFL,B4,NO,,EB-T-SM-15 R13,734905,138298,HFL004,,,SPENCER BBWM-HFL-0814
foliage,2003,WB,,SM,,,4.75,2340.913,80.877,492.824,-27.887,0.577,BBWM HFL,B5,NO,,N11 T6 sun leaves,734906,138299,HFL031,,,SPENCER BBWM-HFL-0814
foliage,2003,EB,,SM,,,4.48,2276.093,69.025,508.057,-29.546,-4.949,BBWM HFL,B6,NO,,R15 T13 sun leaves,734907,138300,HFL032,,,SPENCER BBWM-HFL-0814
foliage,2003,WB,,SM,,,4.81,2389.505,89.807,496.779,-28.763,0.975,BBWM HFL,B7,NO,,I15 T3 sun leaves,734908,138301,HFL033,,,SPENCER BBWM-HFL-0814
foliage,2003,EB,,SM,,,4.69,2324.711,75.454,495.674,-28.068,-3.516,BBWM HFL,B8,NO,,N25 T6 sun leaves,734909,138302,HFL034,,,SPENCER BBWM-HFL-0814
foliage,2003,WB,,SM,,,4.45,2276.093,94.556,511.482,-29.472,2.771,BBWM HFL,B9,NO,,F18 T13 sun leaves,734910,138303,HFL035,,,SPENCER BBWM-HFL-0814
foliage,2003,WB,,SM,,,4.73,2438.078,87.778,515.45,-27.447,3.018,BBWM HFL,B10,NO,,J11 T8 sun leaves,734911,138304,HFL036,,,SPENCER BBWM-HFL-0814
foliage,2003,EB,,SM,,,4.42,2195.021,77.234,496.611,-29.375,-3.05,BBWM HFL,B11,NO,,Q19 T2 sun leaves,734912,138305,HFL037,,,SPENCER BBWM-HFL-0814
foliage,2003,EB,,SM,,,4.49,2243.671,64.543,499.704,-28.892,-5.343,BBWM HFL,B12,NO,,R15 T6 sun leaves,734913,138306,HFL038,,,SPENCER BBWM-HFL-0814
foliage,,WB,,YB,,,4.27,1973.454,102.632,462.167,-30.909,1.722,BBWM Foliage2,A1,yes,D20,17,634778,100460,5002,,,SPENCER BBWMFOLIAGE2 1213
foliage,,WB,,YB,,,4.07,1914.176,92.92,470.313,-31.371,3.054,BBWM Foliage2,A2,yes,E20,1,634779,100461,5004,,,SPENCER BBWMFOLIAGE2 1213
foliage,,WB,,YB,,,4.09,1933.914,103.514,472.84,-29.575,10.003,BBWM Foliage2,A3,yes,E20,11,634780,100462,5005,,,SPENCER BBWMFOLIAGE2 1213
foliage,,WB,,YB,,,4.22,2112.53,96.454,500.599,-27.241,1.399,BBWM Foliage2,A4,yes,F24,11,634781,100463,5009,,,SPENCER BBWMFOLIAGE2 1213
foliage,,WB,,YB,,,4.16,1953.673,108.801,469.633,-31.275,1.862,BBWM Foliage2,A5,yes,F24,6,634782,100464,5010,,,SPENCER BBWMFOLIAGE2 1213
foliage,2012,WB,,RS,,,4.09,1933.914,52.153,472.84,-29.287,5.774,BBWM Foliage2,A6,yes,H13,22,634783,100465,5011,,,SPENCER BBWMFOLIAGE2 1213
foliage,,WB,,AB,,,4.06,1872.797,95.571,461.28,-29.018,6.528,BBWM Foliage2,A7,yes,K15,3,634784,100466,5014,,,SPENCER BBWMFOLIAGE2 1213
foliage,,WB,,RM,,,4.21,2013.082,101.75,478.167,-29.686,-0.348,BBWM Foliage2,A9,yes,Q9,1,634786,100468,5025,,,SPENCER BBWMFOLIAGE2 1213
foliage,2012,EB,,RS,,,4.09,2032.928,40.985,497.048,-27.564,1.828,BBWM Foliage2,A10,yes,K23,12,634787,100469,5026,,,SPENCER BBWMFOLIAGE2 1213
foliage,2012,EB,,RS,,,3.85,1845.264,44.472,479.289,-27.576,-0.854,BBWM Foliage2,A11,yes,N21,8,634788,100470,5029,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,AB,,,4.14,1831.514,93.804,442.395,-31.571,-0.114,BBWM Foliage2,A12,yes,N21,11,634789,100471,5030,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,YB,,,4.15,1953.673,97.337,470.765,-30.009,-0.333,BBWM Foliage2,B1,yes,N21,19,634790,100475,5031,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,YB,,,4.1,1794.245,92.036,437.621,-30.528,0.166,BBWM Foliage2,B2,yes,N21,12,634791,100476,5032,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,RM,,,4.12,1973.454,76.535,478.994,-28.144,-2.875,BBWM Foliage2,B3,yes,O14,2,634792,100477,5033,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,SM,,,4.24,1973.454,92.036,465.437,-28.39,-2.511,BBWM Foliage2,B4,yes,P19,4,634793,100478,5035,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,AB,,,4.06,1894.46,87.613,466.616,-29.778,1.773,BBWM Foliage2,B5,yes,P21,2,634794,100479,5037,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,YB,,,4.17,1853.126,80.26,444.395,-31.072,1.602,BBWM Foliage2,B6,yes,P22,17,634795,100480,5038,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,YB,,,4.28,2092.597,93.804,488.924,-30.747,-0.256,BBWM Foliage2,B7,yes,Q18,5,634796,100481,5043,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,YB,,,4.24,1853.126,100.868,437.058,-30.396,-0.617,BBWM Foliage2,B8,yes,Q18,1,634797,100482,5044,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,SM,,,4.17,2013.082,75.47,482.753,-30.816,-1.583,BBWM Foliage2,B9,yes,Q19,6,634798,100483,5055,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,RM,,,4.23,2072.685,70.408,489.997,-29.718,-2.349,BBWM Foliage2,B10,yes,Q19,7,634799,100484,5056,,,SPENCER BBWMFOLIAGE2 1213
foliage,,EB,,SM,,,4.17,1993.257,62.759,477.999,-29.989,-2.519,BBWM Foliage2,B11,yes,R15,13,634800,100485,5057,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,WB,,RS,,,4,2052.796,48.582,513.199,-28.261,0.4,BBWM Foliage2,B12,yes,D20,20,634801,100486,5061,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,WB,,RS,,,3.85,1876.734,45.366,487.463,-30.328,5.794,BBWM Foliage2,C1,yes,F23,14,634802,100493,5062,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,WB,,RS,,,3.92,1933.914,37.673,493.345,-28.042,0.83,BBWM Foliage2,C2,yes,F24,7,634803,100494,5063,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,WB,,RS,,,3.96,2092.597,49.208,528.433,-30.443,4.115,BBWM Foliage2,C3,yes,H13,22,634804,100495,5064,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,WB,,RS,,,4.01,2013.082,40.09,502.015,-27.646,-1.233,BBWM Foliage2,C4,yes,Q10,2,634805,100496,5065,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,EB,,RS,,,3.89,2013.082,37.405,517.502,-28.308,1.174,BBWM Foliage2,C5,yes,K23,12,634806,100497,5066,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,EB,,RS,,,3.95,2032.928,40.985,514.665,-29.214,-1.762,BBWM Foliage2,C6,yes,N21,8,634807,100498,5067,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,EB,,RS,,,4.02,2013.082,48.315,500.767,-29.938,0.044,BBWM Foliage2,C7,yes,P24,10,634808,100499,5068,,,SPENCER BBWMFOLIAGE2 1213
foliage,2011,EB,,RS,,,3.95,2013.082,40.895,509.641,-29.453,-0.867,BBWM Foliage2,C8,yes,S22,11,634809,100500,5069,,,SPENCER BBWMFOLIAGE2 1213
roots,2013,EB,HW,,O,O,3.8,1845.291,41.916,485.603,-28.354,27.479,BBWM Roots3,A1,yes,3,,690713,125830,4201,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,0-5cm,3.93,1901.188,22.011,483.763,-26.588,4.927,BBWM Roots3,A2,yes,3,,690714,125831,4203,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,5-25cm,3.84,1873.238,19.298,487.822,-26.957,1.634,BBWM Roots3,A3,yes,3,,690715,125832,4204,,Precision decreases for samples containing less than 20ugN,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,O,O,4.25,2068.938,46.443,486.809,-28.27,36.641,BBWM Roots3,A4,yes,1,,690716,125833,4205,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,0-5cm,4.36,2068.938,26.697,474.527,-27.216,10.334,BBWM Roots3,A5,yes,1,,690717,125834,4207,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,5-25cm,3.89,1663.693,19.216,427.685,-27.156,3.191,BBWM Roots3,A6,yes,1,,690718,125835,4208,,Precision decreases for samples containing less than 20ugN,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,O,O,4.11,2013.012,47.02,489.784,-27.846,8.357,BBWM Roots3,A7,yes,2,,690719,125836,4209,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,4.32,2082.922,30.891,482.158,-26.27,4.536,BBWM Roots3,A8,yes,,,690720,125837,4210,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,0-5cm,4.24,2013.012,37.719,474.767,-27.576,3.38,BBWM Roots3,A9,yes,2,,690721,125838,4211,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,5-25cm,3.83,1901.188,32.865,496.394,-27.493,3.145,BBWM Roots3,A10,yes,2,,690722,125839,4212,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,O,O,4.5,2264.759,49.325,503.28,-27.571,13.133,BBWM Roots3,A11,yes,4,,690723,125840,4213,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,4.09,1971.073,28.67,481.925,-27.205,2.26,BBWM Roots3,A12,yes,,,690724,125841,4214,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,5-25cm,3.94,1915.164,22.422,486.082,-27.882,3.312,BBWM Roots3,B1,yes,4,,690725,125845,4216,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,O,O,4.42,2082.922,26.121,471.249,-27.946,3.466,BBWM Roots3,B2,yes,5,,690726,125846,4217,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,0-5cm,4.21,2040.974,32.865,484.792,-25.769,9.07,BBWM Roots3,B3,yes,5,,690727,125847,4219,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,5-25cm,3.8,1761.464,28.095,463.543,-25.729,8.923,BBWM Roots3,B4,yes,5,,690728,125848,4220,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,O,O,4.44,2320.73,40.435,522.687,-26.171,3.684,BBWM Roots3,B5,yes,2,,690729,125849,4221,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,O,O,3.8,2068.938,43.562,544.457,-26.274,7.126,BBWM Roots3,B6,yes,1,,690730,125850,4225,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,0-5cm,4.14,2138.86,26.861,516.633,-27.068,2.07,BBWM Roots3,B7,yes,1,,690731,125851,4227,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,5-25cm,4.12,2026.992,21.764,491.988,-26.893,1.206,BBWM Roots3,B8,yes,1,,690732,125852,4228,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,O,O,3.92,2068.938,34.181,527.79,-26.391,16.633,BBWM Roots3,B9,yes,3,,690733,125853,4229,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,4.04,1999.032,32.454,494.81,-27.056,3.443,BBWM Roots3,B10,yes,,,690734,125854,4230,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,0-5cm,3.81,1719.558,18.723,451.328,-26.699,0.475,BBWM Roots3,B11,yes,3,,690735,125855,4231,,Precision decreases for samples containing less than 20ugN,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,5-25cm,4.01,2166.834,39.941,540.358,-26.348,21.992,BBWM Roots3,B12,yes,3,,690736,125856,4233,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,0-5cm,4.19,1957.095,26.121,467.087,-27.936,2.597,BBWM Roots3,C1,yes,4,,690737,125863,4235,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,5-25cm,3.85,1915.164,21.189,497.445,-27.112,1.813,BBWM Roots3,C2,yes,4,,690738,125864,4236,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,O,O,4.37,2222.787,53.113,508.647,-27.016,7.372,BBWM Roots3,C3,yes,5,,690739,125865,4237,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,0-5cm,4.33,2096.905,24.559,484.274,-26.862,0.936,BBWM Roots3,C4,yes,5,,690740,125866,4239,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,SW,,B,5-25cm,3.82,1887.213,24.148,494.035,-26.707,3.061,BBWM Roots3,C5,yes,5,,690741,125867,4240,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,O,O,4.5,2334.724,56.737,518.828,-26.68,11.744,BBWM Roots3,C6,yes,2,,690742,125868,4241,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,0-5cm,4.05,2040.974,41.422,503.944,-27.09,4.799,BBWM Roots3,C7,yes,2,,690743,125869,4243a,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,5-25cm,4.05,2068.938,37.554,510.849,-26.422,4.371,BBWM Roots3,C8,yes,2,,690744,125870,4244,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,O,O,4.19,2138.86,71.16,510.468,-28.911,37.534,BBWM Roots3,C9,yes,1,,690745,125871,4245,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,0-5cm,4.14,2040.974,44.797,492.989,-26.379,10.755,BBWM Roots3,C10,yes,1,,690746,125872,4247,,,SPENCER BBWM-ROOTS 0414
